,indicator_category,indicator,gender,race_ethnicity,rate,state,year
4914,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,White,84.1, DC,2010
12508,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,10.0, DC,2010
4942,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Male,All,18.4, CA,2010
1390,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Male,All,19.5, IL,2010
1391,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Female,All,11.8, IL,2010
4943,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Female,All,11.6, CA,2010
4944,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,All,15.2, CA,2010
7445,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,8.9, PA,2010
13078,Maternal and Child Health,Percent of Mothers Under Age 20,Both,Multiracial,6.3, CA,2010
1396,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,Hispanic,17.3, IL,2010
1388,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,All,15.5, IL,2010
12678,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,11.5, DC,2010
8396,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Black,12.2, AZ,2010
10080,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,White,7.7, CA,2010
3322,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,108.6, TX,2010
260,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,70.1, GA,2010
5742,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,4.5, FL,2010
3395,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,6.1, TX,2010
5737,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Other,3.7, FL,2010
3392,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,10.8, TX,2010
5732,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,5.7, FL,2010
3387,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Hispanic,8.7, TX,2010
5727,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,12.9, FL,2010
3384,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,23.1, TX,2010
12763,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Hispanic,2.4, DC,2010
5722,Maternal and Child Health,Percent of Mothers Under Age 20,Female,All,7.2, FL,2010
3379,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,22.1, TX,2010
251,Maternal and Child Health,Percent of Mothers Under Age 20,Female,All,68.6, GA,2010
9238,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,All,7.4, CA,2010
254,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Asian/PI,73.3, GA,2010
5717,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,White,7.5, FL,2010
263,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Multiracial,71.7, GA,2010
266,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,80.0, GA,2010
3342,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,22.8, TX,2010
3344,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,16.7, TX,2010
10099,Tobacco,Percent of Adults Who Currently Smoke,Both,All,12.6, CA,2010
10098,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,130.7, CA,2010
5707,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Hispanic,7.4, FL,2010
12766,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,White,9.0, DC,2010
5703,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Black,14.4, FL,2010
5698,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,All,9.1, FL,2010
6433,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,All,559.1, NY,2010
6434,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Female,All,380.2, NY,2010
257,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,67.3, GA,2010
3361,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,13.8, TX,2010
3358,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,14.5, TX,2010
12265,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,White,140.9,,2010
3354,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,25.8, TX,2010
6444,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Black,1022.0, NY,2010
3351,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,34.7, TX,2010
6449,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Hispanic,459.1, NY,2010
6454,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,White,329.1, NY,2010
3345,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,19.6, TX,2010
6435,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Male,All,760.7, NY,2010
769,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.0, MA,2010
5712,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Other,8.0, FL,2010
317,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,57.9, MD,2010
5640,Tobacco,Percent of Adults Who Currently Smoke,Both,White,11.9, FL,2010
319,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,76.5, MD,2010
3318,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,117.2, TX,2010
3316,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,214.4, TX,2010
3313,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,162.2, TX,2010
327,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,78.5, MD,2010
3312,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,134.4, TX,2010
10074,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,9.7, CA,2010
3311,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,203.3, TX,2010
331,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Hispanic,44.4, MD,2010
10076,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,26.3, CA,2010
9076,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Asian/PI,0.9, DC,2010
334,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,White,15.8, MD,2010
339,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,77.6, MD,2010
340,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,44.9, MD,2010
10078,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Hispanic,12.9, CA,2010
342,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,115.2, MD,2010
318,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Female,All,41.7, MD,2010
5637,Tobacco,Percent of Adults Who Currently Smoke,Both,Hispanic,9.3, FL,2010
350,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,108.3, MD,2010
11987,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,11.4,,2010
5623,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,Black,2.1, FL,2010
5634,Tobacco,Percent of Adults Who Currently Smoke,Both,Black,10.9, FL,2010
5633,Tobacco,Percent of Adults Who Currently Smoke,Male,All,13.2, FL,2010
5632,Tobacco,Percent of Adults Who Currently Smoke,Female,All,8.3, FL,2010
10087,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,193.1, CA,2010
354,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,59.1, MD,2010
10088,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,138.6, CA,2010
10089,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,161.3, CA,2010
3325,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,167.2, TX,2010
357,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,19.0, MD,2010
11996,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,11.9,,2010
5628,Tobacco,Percent of Adults Who Currently Smoke,Both,All,10.6, FL,2010
11993,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,15.7,,2010
10092,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,120.6, CA,2010
5627,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,White,11.1, FL,2010
11990,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.6,,2010
10095,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,204.9, CA,2010
5625,Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,Both,Hispanic,13.7, FL,2010
11997,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,15.2,,2010
1370,Tobacco,Percent of Adults Who Currently Smoke,Male,All,25.1, IL,2010
5792,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,8.7, FL,2010
5797,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,7.7, FL,2010
3092,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,16.1, TX,2010
709,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Male,All,17.5, MA,2010
710,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.8, MA,2010
711,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,9.4, MA,2010
10324,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,41.0, CA,2010
714,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,32.9, MA,2010
3089,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,5.8, TX,2010
696,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,3.2, MA,2010
10308,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,36.5, CA,2010
3088,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.8, TX,2010
10307,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,30.6, CA,2010
10271,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,1.5, CA,2010
10274,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,4.5, CA,2010
11890,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,0.4,,2010
10277,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Asian/PI,2.4, CA,2010
3107,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,5.9, TX,2010
10280,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,7.7, CA,2010
5477,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,5.8, FL,2010
11888,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,2.6,,2010
10318,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,21.0, CA,2010
10315,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,48.6, CA,2010
5556,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,43.9, FL,2010
505,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Hispanic,1232.3, MD,2010
11934,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,5.2,,2010
10217,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,146.6, CA,2010
556,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,114.4, MA,2010
10216,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,119.2, CA,2010
553,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,220.8, MA,2010
12484,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,50.2, DC,2010
4433,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Meet CDC-Recommended Physical Activity Levels,Both,Other,13.2, NV,2010
4411,"Nutrition, Physical Activity, & Obesity",Percent of High School Students Who Are Obese,Both,White,7.9, NV,2010
695,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,7.1, MA,2010
697,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,5.1, MA,2010
11879,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,6.3,,2010
700,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,10.9, MA,2010
10312,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,27.1, CA,2010
702,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,4.0, MA,2010
3095,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,6.8, TX,2010
11876,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Other,11.1,,2010
10283,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,4.6, CA,2010
11887,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.4,,2010
10286,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Other,12.2, CA,2010
10373,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Black,, CA,2010
10379,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,Hispanic,2.3, CA,2010
11867,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,56.4,,2010
10385,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,White,12.7, CA,2010
8440,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,6.3, AZ,2010
768,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,4.3, MA,2010
749,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,43.7, MA,2010
5467,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,43.0, FL,2010
10333,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,8.2, CA,2010
746,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,43.2, MA,2010
10334,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,4.2, CA,2010
722,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,7.4, MA,2010
3087,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Male,All,8.8, TX,2010
10336,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,6.1, CA,2010
725,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,4.7, MA,2010
1861,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Black,4.3, OH,2010
10339,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,3.5, CA,2010
11870,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,17.9,,2010
10368,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Both,All,8.1, CA,2010
758,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,48.3, MA,2010
10367,Behavioral Health/Substance Abuse,"Opioid-Related Mortality Rate (Age-Adjusted; Per 100,000 people) *These data should not be compared across cities as they have different definitions",Female,All,5.9, CA,2010
3104,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,16.6, TX,2010
10289,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,4.6, CA,2010
11886,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,3.8,,2010
3101,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,7.5, TX,2010
